2023-05-23 10:23:18,070:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 10:23:18,348:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
2023-05-23 13:25:17,539:INFO:Epoch: 9, Training Loss: 1.2656
2023-05-23 13:25:20,649:INFO:Epoch: 9, Validation Loss: 1.4552
2023-05-23 13:26:02,049:INFO:Epoch: 10, Training Loss: 1.2660
2023-05-23 13:26:05,005:INFO:Epoch: 10, Validation Loss: 1.4270
2023-05-23 13:26:46,921:INFO:Epoch: 11, Training Loss: 1.2633
2023-05-23 13:26:50,136:INFO:Epoch: 11, Validation Loss: 1.3135
2023-05-23 13:27:32,331:INFO:Epoch: 12, Training Loss: 1.2823
2023-05-23 13:27:35,845:INFO:Epoch: 12, Validation Loss: 1.1966
2023-05-23 13:28:17,968:INFO:Epoch: 13, Training Loss: 1.2916
2023-05-23 13:28:21,594:INFO:Epoch: 13, Validation Loss: 1.3331
2023-05-23 13:29:05,010:INFO:Epoch: 14, Training Loss: 1.3102
2023-05-23 13:29:08,039:INFO:Epoch: 14, Validation Loss: 1.4859
2023-05-23 13:29:48,992:INFO:Epoch: 15, Training Loss: 1.3011
2023-05-23 13:29:52,261:INFO:Epoch: 15, Validation Loss: 1.3140
2023-05-23 13:30:37,030:INFO:Epoch: 16, Training Loss: 1.2993
2023-05-23 13:30:40,363:INFO:Epoch: 16, Validation Loss: 1.4422
2023-05-23 13:31:24,118:INFO:Epoch: 17, Training Loss: 1.2918
2023-05-23 13:31:27,246:INFO:Epoch: 17, Validation Loss: 1.4363
2023-05-23 13:32:12,248:INFO:Epoch: 18, Training Loss: 1.3006
2023-05-23 13:32:15,391:INFO:Epoch: 18, Validation Loss: 1.4234
2023-05-23 13:32:57,524:INFO:Epoch: 19, Training Loss: 1.2935
2023-05-23 13:33:00,604:INFO:Epoch: 19, Validation Loss: 1.6898
2023-05-23 13:33:06,924:INFO:Test Loss: 1.5933
2023-05-23 13:33:20,687:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 13:33:20,903:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 13:34:39,409:INFO:Epoch: 0, Training Loss: 1.7387
2023-05-23 13:34:45,195:INFO:Epoch: 0, Validation Loss: 1.6183
2023-05-23 13:35:31,900:INFO:Epoch: 1, Training Loss: 1.5578
2023-05-23 13:35:35,377:INFO:Epoch: 1, Validation Loss: 1.5360
2023-05-23 13:36:23,234:INFO:Epoch: 2, Training Loss: 1.5676
2023-05-23 13:36:26,408:INFO:Epoch: 2, Validation Loss: 1.5154
2023-05-23 13:37:12,973:INFO:Epoch: 3, Training Loss: 1.5463
2023-05-23 13:37:16,167:INFO:Epoch: 3, Validation Loss: 1.4424
2023-05-23 13:38:05,475:INFO:Epoch: 4, Training Loss: 1.5190
2023-05-23 13:38:08,758:INFO:Epoch: 4, Validation Loss: 1.4816
2023-05-23 13:38:56,352:INFO:Epoch: 5, Training Loss: 1.5241
2023-05-23 13:38:59,514:INFO:Epoch: 5, Validation Loss: 1.4964
2023-05-23 13:39:46,507:INFO:Epoch: 6, Training Loss: 1.5326
2023-05-23 13:39:50,314:INFO:Epoch: 6, Validation Loss: 1.5318
2023-05-23 13:40:38,643:INFO:Epoch: 7, Training Loss: 1.5276
2023-05-23 13:40:41,849:INFO:Epoch: 7, Validation Loss: 1.4318
2023-05-23 13:41:27,893:INFO:Epoch: 8, Training Loss: 1.5337
2023-05-23 13:41:31,191:INFO:Epoch: 8, Validation Loss: 1.4565
2023-05-23 13:42:17,280:INFO:Epoch: 9, Training Loss: 1.5398
2023-05-23 13:42:20,564:INFO:Epoch: 9, Validation Loss: 1.5216
2023-05-23 13:43:07,339:INFO:Epoch: 10, Training Loss: 1.5536
2023-05-23 13:43:10,736:INFO:Epoch: 10, Validation Loss: 1.4869
2023-05-23 13:44:18,258:INFO:Epoch: 11, Training Loss: 1.5503
2023-05-23 13:44:23,350:INFO:Epoch: 11, Validation Loss: 1.5474
2023-05-23 13:45:20,013:INFO:Epoch: 12, Training Loss: 1.5518
2023-05-23 13:45:24,552:INFO:Epoch: 12, Validation Loss: 1.4891
2023-05-23 13:46:26,262:INFO:Epoch: 13, Training Loss: 1.5454
2023-05-23 13:46:29,801:INFO:Epoch: 13, Validation Loss: 1.5576
2023-05-23 13:47:28,060:INFO:Epoch: 14, Training Loss: 1.5508
2023-05-23 13:47:32,271:INFO:Epoch: 14, Validation Loss: 1.4940
2023-05-23 13:48:36,129:INFO:Epoch: 15, Training Loss: 1.5546
2023-05-23 13:48:39,759:INFO:Epoch: 15, Validation Loss: 1.5518
2023-05-23 13:49:33,664:INFO:Epoch: 16, Training Loss: 1.5558
2023-05-23 13:49:39,106:INFO:Epoch: 16, Validation Loss: 1.5402
2023-05-23 13:50:39,992:INFO:Epoch: 17, Training Loss: 1.5550
2023-05-23 13:50:44,866:INFO:Epoch: 17, Validation Loss: 1.5519
2023-05-23 13:51:38,027:INFO:Epoch: 18, Training Loss: 1.5485
2023-05-23 13:51:42,359:INFO:Epoch: 18, Validation Loss: 1.6329
2023-05-23 13:52:41,709:INFO:Epoch: 19, Training Loss: 1.5547
2023-05-23 13:52:46,888:INFO:Epoch: 19, Validation Loss: 1.5650
2023-05-23 13:52:56,966:INFO:Test Loss: 1.4608
2023-05-23 13:53:10,556:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 13:53:10,774:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 13:54:46,063:INFO:Epoch: 0, Training Loss: 2.8107
2023-05-23 13:54:54,059:INFO:Epoch: 0, Validation Loss: 2.0064
2023-05-23 13:55:54,537:INFO:Epoch: 1, Training Loss: 1.8223
2023-05-23 13:55:58,296:INFO:Epoch: 1, Validation Loss: 1.6020
2023-05-23 13:57:03,512:INFO:Epoch: 2, Training Loss: 1.8169
2023-05-23 13:57:07,521:INFO:Epoch: 2, Validation Loss: 1.6457
2023-05-23 13:58:08,786:INFO:Epoch: 3, Training Loss: 1.8242
2023-05-23 13:58:13,153:INFO:Epoch: 3, Validation Loss: 1.7072
2023-05-23 13:59:27,033:INFO:Epoch: 4, Training Loss: 1.8263
2023-05-23 13:59:31,852:INFO:Epoch: 4, Validation Loss: 1.6015
2023-05-23 14:00:28,591:INFO:Epoch: 5, Training Loss: 1.8174
2023-05-23 14:00:32,903:INFO:Epoch: 5, Validation Loss: 1.5368
2023-05-23 14:01:33,988:INFO:Epoch: 6, Training Loss: 1.8316
2023-05-23 14:01:37,991:INFO:Epoch: 6, Validation Loss: 1.7144
2023-05-23 14:02:33,788:INFO:Epoch: 7, Training Loss: 1.8104
2023-05-23 14:02:37,568:INFO:Epoch: 7, Validation Loss: 1.5739
2023-05-23 14:03:34,512:INFO:Epoch: 8, Training Loss: 1.8241
2023-05-23 14:03:38,654:INFO:Epoch: 8, Validation Loss: 1.6254
2023-05-23 14:04:39,330:INFO:Epoch: 9, Training Loss: 1.8164
2023-05-23 14:04:44,070:INFO:Epoch: 9, Validation Loss: 1.5585
2023-05-23 14:05:39,406:INFO:Epoch: 10, Training Loss: 1.8246
2023-05-23 14:05:43,391:INFO:Epoch: 10, Validation Loss: 1.5586
2023-05-23 14:06:43,604:INFO:Epoch: 11, Training Loss: 1.8240
2023-05-23 14:06:48,788:INFO:Epoch: 11, Validation Loss: 1.6175
2023-05-23 14:07:39,573:INFO:Epoch: 12, Training Loss: 1.8171
2023-05-23 14:07:43,670:INFO:Epoch: 12, Validation Loss: 1.5578
2023-05-23 14:08:42,671:INFO:Epoch: 13, Training Loss: 1.8299
2023-05-23 14:08:47,159:INFO:Epoch: 13, Validation Loss: 1.5797
2023-05-23 14:09:47,583:INFO:Epoch: 14, Training Loss: 1.8248
2023-05-23 14:09:52,261:INFO:Epoch: 14, Validation Loss: 1.6972
2023-05-23 14:10:45,830:INFO:Epoch: 15, Training Loss: 1.8230
2023-05-23 14:10:49,786:INFO:Epoch: 15, Validation Loss: 1.6950
2023-05-23 14:11:45,397:INFO:Epoch: 16, Training Loss: 1.8197
2023-05-23 14:11:50,015:INFO:Epoch: 16, Validation Loss: 1.6492
2023-05-23 14:12:51,346:INFO:Epoch: 17, Training Loss: 1.8208
2023-05-23 14:12:55,232:INFO:Epoch: 17, Validation Loss: 1.5668
2023-05-23 14:13:54,125:INFO:Epoch: 18, Training Loss: 1.8235
2023-05-23 14:13:58,402:INFO:Epoch: 18, Validation Loss: 1.5480
2023-05-23 14:15:02,211:INFO:Epoch: 19, Training Loss: 1.8216
2023-05-23 14:15:06,831:INFO:Epoch: 19, Validation Loss: 1.7046
2023-05-23 14:16:03,805:INFO:Epoch: 20, Training Loss: 1.8228
2023-05-23 14:16:08,069:INFO:Epoch: 20, Validation Loss: 1.8105
2023-05-23 14:17:08,547:INFO:Epoch: 21, Training Loss: 1.8226
2023-05-23 14:17:13,200:INFO:Epoch: 21, Validation Loss: 1.8922
2023-05-23 14:18:10,365:INFO:Epoch: 22, Training Loss: 1.8288
2023-05-23 14:18:14,236:INFO:Epoch: 22, Validation Loss: 1.6111
2023-05-23 14:19:06,120:INFO:Epoch: 23, Training Loss: 1.8254
2023-05-23 14:19:09,260:INFO:Epoch: 23, Validation Loss: 1.5427
2023-05-23 14:19:59,483:INFO:Epoch: 24, Training Loss: 1.8208
2023-05-23 14:20:03,258:INFO:Epoch: 24, Validation Loss: 1.5863
2023-05-23 14:20:50,091:INFO:Epoch: 25, Training Loss: 1.8267
2023-05-23 14:20:53,578:INFO:Epoch: 25, Validation Loss: 1.5977
2023-05-23 14:21:41,256:INFO:Epoch: 26, Training Loss: 1.8084
2023-05-23 14:21:44,672:INFO:Epoch: 26, Validation Loss: 1.6081
2023-05-23 14:22:32,079:INFO:Epoch: 27, Training Loss: 1.8235
2023-05-23 14:22:35,126:INFO:Epoch: 27, Validation Loss: 1.6727
2023-05-23 14:23:22,188:INFO:Epoch: 28, Training Loss: 1.8295
2023-05-23 14:23:25,877:INFO:Epoch: 28, Validation Loss: 1.5169
2023-05-23 14:24:14,466:INFO:Epoch: 29, Training Loss: 1.8136
2023-05-23 14:24:17,773:INFO:Epoch: 29, Validation Loss: 1.5940
2023-05-23 14:25:05,877:INFO:Epoch: 30, Training Loss: 1.8286
2023-05-23 14:25:09,340:INFO:Epoch: 30, Validation Loss: 1.7057
2023-05-23 14:25:56,811:INFO:Epoch: 31, Training Loss: 1.8282
2023-05-23 14:26:00,151:INFO:Epoch: 31, Validation Loss: 1.5907
2023-05-23 14:26:48,334:INFO:Epoch: 32, Training Loss: 1.8096
2023-05-23 14:26:51,791:INFO:Epoch: 32, Validation Loss: 1.7053
2023-05-23 14:27:41,725:INFO:Epoch: 33, Training Loss: 1.8203
2023-05-23 14:27:44,950:INFO:Epoch: 33, Validation Loss: 1.6977
2023-05-23 14:28:33,130:INFO:Epoch: 34, Training Loss: 1.8207
2023-05-23 14:28:36,802:INFO:Epoch: 34, Validation Loss: 1.5658
2023-05-23 14:29:31,940:INFO:Epoch: 35, Training Loss: 1.8242
2023-05-23 14:29:35,886:INFO:Epoch: 35, Validation Loss: 1.6750
2023-05-23 14:30:35,530:INFO:Epoch: 36, Training Loss: 1.8254
2023-05-23 14:30:39,256:INFO:Epoch: 36, Validation Loss: 1.5820
2023-05-23 14:31:36,458:INFO:Epoch: 37, Training Loss: 1.8321
2023-05-23 14:31:40,134:INFO:Epoch: 37, Validation Loss: 1.5774
2023-05-23 14:32:34,158:INFO:Epoch: 38, Training Loss: 1.8154
2023-05-23 14:32:38,131:INFO:Epoch: 38, Validation Loss: 1.5889
2023-05-23 14:33:34,971:INFO:Epoch: 39, Training Loss: 1.8187
2023-05-23 14:33:39,387:INFO:Epoch: 39, Validation Loss: 1.6006
2023-05-23 14:34:40,614:INFO:Epoch: 40, Training Loss: 1.8422
2023-05-23 14:34:44,584:INFO:Epoch: 40, Validation Loss: 1.6109
2023-05-23 14:35:40,906:INFO:Epoch: 41, Training Loss: 1.8143
2023-05-23 14:35:45,152:INFO:Epoch: 41, Validation Loss: 1.6701
2023-05-23 14:36:39,151:INFO:Epoch: 42, Training Loss: 1.8361
2023-05-23 14:36:42,602:INFO:Epoch: 42, Validation Loss: 1.5239
2023-05-23 14:37:36,288:INFO:Epoch: 43, Training Loss: 1.8306
2023-05-23 14:37:40,715:INFO:Epoch: 43, Validation Loss: 1.6350
2023-05-23 14:38:37,551:INFO:Epoch: 44, Training Loss: 1.8125
2023-05-23 14:38:42,119:INFO:Epoch: 44, Validation Loss: 1.6556
2023-05-23 14:39:40,466:INFO:Epoch: 45, Training Loss: 1.8228
2023-05-23 14:39:43,961:INFO:Epoch: 45, Validation Loss: 1.6183
2023-05-23 14:40:34,649:INFO:Epoch: 46, Training Loss: 1.8214
2023-05-23 14:40:38,067:INFO:Epoch: 46, Validation Loss: 1.5701
2023-05-23 14:41:29,690:INFO:Epoch: 47, Training Loss: 1.8425
2023-05-23 14:41:35,026:INFO:Epoch: 47, Validation Loss: 1.6786
2023-05-23 14:42:29,519:INFO:Epoch: 48, Training Loss: 1.8236
2023-05-23 14:42:33,642:INFO:Epoch: 48, Validation Loss: 1.5580
2023-05-23 14:43:30,119:INFO:Epoch: 49, Training Loss: 1.8143
2023-05-23 14:43:35,017:INFO:Epoch: 49, Validation Loss: 1.6319
2023-05-23 14:44:51,816:INFO:Epoch: 50, Training Loss: 1.8079
2023-05-23 14:44:56,863:INFO:Epoch: 50, Validation Loss: 1.5878
2023-05-23 14:45:56,980:INFO:Epoch: 51, Training Loss: 1.8233
2023-05-23 14:46:02,886:INFO:Epoch: 51, Validation Loss: 1.6192
2023-05-23 14:47:00,890:INFO:Epoch: 52, Training Loss: 1.8226
2023-05-23 14:47:04,761:INFO:Epoch: 52, Validation Loss: 1.6183
2023-05-23 14:48:00,114:INFO:Epoch: 53, Training Loss: 1.8126
2023-05-23 14:48:04,135:INFO:Epoch: 53, Validation Loss: 1.6436
2023-05-23 14:48:59,179:INFO:Epoch: 54, Training Loss: 1.8356
2023-05-23 14:49:03,457:INFO:Epoch: 54, Validation Loss: 1.6331
2023-05-23 14:49:57,953:INFO:Epoch: 55, Training Loss: 1.8215
2023-05-23 14:50:02,483:INFO:Epoch: 55, Validation Loss: 1.5952
2023-05-23 14:50:58,759:INFO:Epoch: 56, Training Loss: 1.8170
2023-05-23 14:51:02,623:INFO:Epoch: 56, Validation Loss: 1.7069
2023-05-23 14:52:00,515:INFO:Epoch: 57, Training Loss: 1.8180
2023-05-23 14:52:04,391:INFO:Epoch: 57, Validation Loss: 1.5504
2023-05-23 14:53:02,513:INFO:Epoch: 58, Training Loss: 1.8205
2023-05-23 14:53:06,377:INFO:Epoch: 58, Validation Loss: 1.6274
2023-05-23 14:54:01,033:INFO:Epoch: 59, Training Loss: 1.8176
2023-05-23 14:54:05,565:INFO:Epoch: 59, Validation Loss: 1.6576
2023-05-23 14:55:01,138:INFO:Epoch: 60, Training Loss: 1.8199
2023-05-23 14:55:05,062:INFO:Epoch: 60, Validation Loss: 1.5329
2023-05-23 14:56:01,231:INFO:Epoch: 61, Training Loss: 1.8145
2023-05-23 14:56:05,251:INFO:Epoch: 61, Validation Loss: 1.6340
2023-05-23 14:57:04,291:INFO:Epoch: 62, Training Loss: 1.8083
2023-05-23 14:57:08,315:INFO:Epoch: 62, Validation Loss: 1.5924
2023-05-23 14:58:05,952:INFO:Epoch: 63, Training Loss: 1.8236
2023-05-23 14:58:10,190:INFO:Epoch: 63, Validation Loss: 1.6697
2023-05-23 14:59:20,441:INFO:Epoch: 64, Training Loss: 1.8269
2023-05-23 14:59:25,849:INFO:Epoch: 64, Validation Loss: 1.7324
2023-05-23 15:00:24,962:INFO:Epoch: 65, Training Loss: 1.8179
2023-05-23 15:00:29,229:INFO:Epoch: 65, Validation Loss: 1.6380
2023-05-23 15:01:25,406:INFO:Epoch: 66, Training Loss: 1.8253
2023-05-23 15:01:29,756:INFO:Epoch: 66, Validation Loss: 1.6510
2023-05-23 15:02:29,759:INFO:Epoch: 67, Training Loss: 1.8248
2023-05-23 15:02:33,214:INFO:Epoch: 67, Validation Loss: 1.6146
2023-05-23 15:03:26,215:INFO:Epoch: 68, Training Loss: 1.8291
2023-05-23 15:03:30,122:INFO:Epoch: 68, Validation Loss: 1.6678
2023-05-23 15:04:25,864:INFO:Epoch: 69, Training Loss: 1.8290
2023-05-23 15:04:29,822:INFO:Epoch: 69, Validation Loss: 1.6265
2023-05-23 15:05:23,936:INFO:Epoch: 70, Training Loss: 1.8406
2023-05-23 15:05:27,829:INFO:Epoch: 70, Validation Loss: 1.5452
2023-05-23 15:06:23,248:INFO:Epoch: 71, Training Loss: 1.8319
2023-05-23 15:06:27,350:INFO:Epoch: 71, Validation Loss: 1.5410
2023-05-23 15:07:22,303:INFO:Epoch: 72, Training Loss: 1.8239
2023-05-23 15:07:26,233:INFO:Epoch: 72, Validation Loss: 1.5661
2023-05-23 15:08:16,092:INFO:Epoch: 73, Training Loss: 1.8055
2023-05-23 15:08:19,397:INFO:Epoch: 73, Validation Loss: 1.5952
2023-05-23 15:09:17,034:INFO:Epoch: 74, Training Loss: 1.8183
2023-05-23 15:09:21,262:INFO:Epoch: 74, Validation Loss: 1.6413
2023-05-23 15:10:20,238:INFO:Epoch: 75, Training Loss: 1.8101
2023-05-23 15:10:24,493:INFO:Epoch: 75, Validation Loss: 1.6252
2023-05-23 15:11:23,532:INFO:Epoch: 76, Training Loss: 1.8165
2023-05-23 15:11:27,681:INFO:Epoch: 76, Validation Loss: 1.8473
2023-05-23 15:12:23,905:INFO:Epoch: 77, Training Loss: 1.8242
2023-05-23 15:12:27,921:INFO:Epoch: 77, Validation Loss: 1.5703
2023-05-23 15:13:24,787:INFO:Epoch: 78, Training Loss: 1.8219
2023-05-23 15:13:28,538:INFO:Epoch: 78, Validation Loss: 1.5508
2023-05-23 15:14:23,703:INFO:Epoch: 79, Training Loss: 1.8153
2023-05-23 15:14:27,815:INFO:Epoch: 79, Validation Loss: 1.9624
2023-05-23 15:14:35,785:INFO:Test Loss: 1.8392
2023-05-23 15:14:47,695:INFO:{'method': 'random', 'metric': {'goal': 'minimize', 'name': 'val_loss'}, 'parameters': {'batch_size': {'distribution': 'q_log_uniform_values', 'max': 256, 'min': 16, 'q': 8}, 'criterion': {'value': 'MSELoss()'}, 'epochs': {'values': [20, 40, 60, 80]}, 'hidden_dim_1': {'value': 64}, 'hidden_dim_2': {'value': 128}, 'hidden_dim_3': {'value': 32}, 'in_channels': {'value': 11}, 'lr': {'distribution': 'uniform', 'max': 0.1, 'min': 0}, 'optimizer': {'value': 'adam'}, 'out_channels': {'value': 1}}}
2023-05-23 15:14:47,910:INFO:GCN(
  (conv1): GCNConv(11, 64)
  (conv2): GCNConv(64, 128)
  (global_pool): MaxAggregation()
  (fc1): Linear(in_features=128, out_features=32, bias=True)
  (fc2): Linear(in_features=32, out_features=1, bias=True)
)
2023-05-23 15:16:23,393:INFO:Epoch: 0, Training Loss: 2.4722
2023-05-23 15:16:30,387:INFO:Epoch: 0, Validation Loss: 2.2899
2023-05-23 15:17:28,241:INFO:Epoch: 1, Training Loss: 2.2803
2023-05-23 15:17:32,242:INFO:Epoch: 1, Validation Loss: 2.2963
2023-05-23 15:18:33,387:INFO:Epoch: 2, Training Loss: 2.2722
2023-05-23 15:18:37,278:INFO:Epoch: 2, Validation Loss: 2.2915
2023-05-23 15:19:38,361:INFO:Epoch: 3, Training Loss: 2.2732
2023-05-23 15:19:44,256:INFO:Epoch: 3, Validation Loss: 2.2951
2023-05-23 15:20:59,505:INFO:Epoch: 4, Training Loss: 2.2725
2023-05-23 15:21:04,374:INFO:Epoch: 4, Validation Loss: 2.2931
2023-05-23 15:22:23,247:INFO:Epoch: 5, Training Loss: 2.2718
2023-05-23 15:22:28,409:INFO:Epoch: 5, Validation Loss: 2.2883
2023-05-23 15:23:42,780:INFO:Epoch: 6, Training Loss: 2.2728
2023-05-23 15:23:47,743:INFO:Epoch: 6, Validation Loss: 2.2925
2023-05-23 15:25:04,399:INFO:Epoch: 7, Training Loss: 2.2726
2023-05-23 15:25:09,821:INFO:Epoch: 7, Validation Loss: 2.2877
2023-05-23 15:26:23,212:INFO:Epoch: 8, Training Loss: 2.2731
2023-05-23 15:26:28,811:INFO:Epoch: 8, Validation Loss: 2.2902
2023-05-23 15:27:41,603:INFO:Epoch: 9, Training Loss: 2.2730
2023-05-23 15:27:46,650:INFO:Epoch: 9, Validation Loss: 2.2941
2023-05-23 15:29:01,934:INFO:Epoch: 10, Training Loss: 2.2730
2023-05-23 15:29:05,947:INFO:Epoch: 10, Validation Loss: 2.2966
2023-05-23 15:30:07,839:INFO:Epoch: 11, Training Loss: 2.2725
2023-05-23 15:30:11,810:INFO:Epoch: 11, Validation Loss: 2.2891
2023-05-23 15:31:10,131:INFO:Epoch: 12, Training Loss: 2.2723
2023-05-23 15:31:14,061:INFO:Epoch: 12, Validation Loss: 2.2890
2023-05-23 15:32:13,275:INFO:Epoch: 13, Training Loss: 2.2723
2023-05-23 15:32:17,435:INFO:Epoch: 13, Validation Loss: 2.3010
2023-05-23 15:33:16,029:INFO:Epoch: 14, Training Loss: 2.2733
2023-05-23 15:33:20,225:INFO:Epoch: 14, Validation Loss: 2.2877
2023-05-23 15:34:19,415:INFO:Epoch: 15, Training Loss: 2.2726
2023-05-23 15:34:23,577:INFO:Epoch: 15, Validation Loss: 2.2890
2023-05-23 15:35:19,963:INFO:Epoch: 16, Training Loss: 2.2721
2023-05-23 15:35:23,319:INFO:Epoch: 16, Validation Loss: 2.2877
2023-05-23 15:36:12,697:INFO:Epoch: 17, Training Loss: 2.2723
2023-05-23 15:36:15,905:INFO:Epoch: 17, Validation Loss: 2.2931
2023-05-23 15:37:04,618:INFO:Epoch: 18, Training Loss: 2.2744
2023-05-23 15:37:07,866:INFO:Epoch: 18, Validation Loss: 2.2876
2023-05-23 15:37:57,930:INFO:Epoch: 19, Training Loss: 2.2723
2023-05-23 15:38:01,486:INFO:Epoch: 19, Validation Loss: 2.2877
2023-05-23 15:38:52,210:INFO:Epoch: 20, Training Loss: 2.2729
2023-05-23 15:38:56,005:INFO:Epoch: 20, Validation Loss: 2.3315
2023-05-23 15:39:49,181:INFO:Epoch: 21, Training Loss: 2.2741
2023-05-23 15:39:52,983:INFO:Epoch: 21, Validation Loss: 2.2883
2023-05-23 15:40:44,348:INFO:Epoch: 22, Training Loss: 2.2730
2023-05-23 15:40:47,735:INFO:Epoch: 22, Validation Loss: 2.2877
2023-05-23 15:41:37,659:INFO:Epoch: 23, Training Loss: 2.2721
2023-05-23 15:41:41,134:INFO:Epoch: 23, Validation Loss: 2.2917
2023-05-23 15:42:29,412:INFO:Epoch: 24, Training Loss: 2.2721
2023-05-23 15:42:32,846:INFO:Epoch: 24, Validation Loss: 2.2876
2023-05-23 15:43:22,676:INFO:Epoch: 25, Training Loss: 2.2737
2023-05-23 15:43:28,315:INFO:Epoch: 25, Validation Loss: 2.2884
2023-05-23 15:44:50,033:INFO:Epoch: 26, Training Loss: 2.2727
2023-05-23 15:44:54,032:INFO:Epoch: 26, Validation Loss: 2.2876
2023-05-23 15:46:02,823:INFO:Epoch: 27, Training Loss: 2.2725
2023-05-23 15:46:06,860:INFO:Epoch: 27, Validation Loss: 2.2963
2023-05-23 15:47:05,879:INFO:Epoch: 28, Training Loss: 2.2721
2023-05-23 15:47:09,807:INFO:Epoch: 28, Validation Loss: 2.2892
2023-05-23 15:48:08,735:INFO:Epoch: 29, Training Loss: 2.2725
2023-05-23 15:48:12,647:INFO:Epoch: 29, Validation Loss: 2.2927
2023-05-23 15:49:11,620:INFO:Epoch: 30, Training Loss: 2.2720
2023-05-23 15:49:16,150:INFO:Epoch: 30, Validation Loss: 2.2882
2023-05-23 15:50:07,709:INFO:Epoch: 31, Training Loss: 2.2740
2023-05-23 15:50:12,013:INFO:Epoch: 31, Validation Loss: 2.3163
2023-05-23 15:51:00,629:INFO:Epoch: 32, Training Loss: 2.2722
2023-05-23 15:51:03,865:INFO:Epoch: 32, Validation Loss: 2.2913
2023-05-23 15:51:58,581:INFO:Epoch: 33, Training Loss: 2.2723
2023-05-23 15:52:03,110:INFO:Epoch: 33, Validation Loss: 2.2876
2023-05-23 15:53:04,077:INFO:Epoch: 34, Training Loss: 2.2713
2023-05-23 15:53:08,182:INFO:Epoch: 34, Validation Loss: 2.2895
2023-05-23 15:54:10,104:INFO:Epoch: 35, Training Loss: 2.2737
2023-05-23 15:54:14,487:INFO:Epoch: 35, Validation Loss: 2.2904
2023-05-23 15:55:18,167:INFO:Epoch: 36, Training Loss: 2.2728
2023-05-23 15:55:22,434:INFO:Epoch: 36, Validation Loss: 2.2913
2023-05-23 15:56:26,245:INFO:Epoch: 37, Training Loss: 2.2739
2023-05-23 15:56:30,379:INFO:Epoch: 37, Validation Loss: 2.2955
2023-05-23 15:57:29,441:INFO:Epoch: 38, Training Loss: 2.2725
2023-05-23 15:57:33,422:INFO:Epoch: 38, Validation Loss: 2.2893
2023-05-23 15:58:35,499:INFO:Epoch: 39, Training Loss: 2.2727
2023-05-23 15:58:40,273:INFO:Epoch: 39, Validation Loss: 2.2876
2023-05-23 15:59:40,819:INFO:Epoch: 40, Training Loss: 2.2738
2023-05-23 15:59:45,610:INFO:Epoch: 40, Validation Loss: 2.2891
2023-05-23 16:00:48,521:INFO:Epoch: 41, Training Loss: 2.2738
2023-05-23 16:00:52,425:INFO:Epoch: 41, Validation Loss: 2.2882
2023-05-23 16:02:00,149:INFO:Epoch: 42, Training Loss: 2.2721
2023-05-23 16:02:04,830:INFO:Epoch: 42, Validation Loss: 2.3075
2023-05-23 16:03:12,330:INFO:Epoch: 43, Training Loss: 2.2738
